Source,Station,Latitude,Longitude,Region,Year,Month,Date,Microcystis,Secchi,Temperature
DWR_NCRO,ODM,37.810972,-121.544417,South Delta,2021,6,2021-06-08,3,NA,21.019
DWR_NCRO,ORX,37.8109972,-121.386575,South Delta,2021,6,2021-06-10,3,NA,20.276
DWR_NCRO,FAL,38.055469,-121.667129,Franks,2021,6,2021-06-23,3,125,22.11
DWR_NCRO,GLC,37.820128,-121.544661,South Delta,2021,6,2021-06-29,3,NA,24.34
DWR_NCRO,ODM,37.810972,-121.544417,South Delta,2021,6,2021-06-29,3,NA,23.557
DWR_NCRO,ORM,37.7938408,-121.5173813,South Delta,2021,6,2021-06-29,3,NA,22.598
DWR_NCRO,HLT,38.003081,-121.510933,South Delta,2021,7,2021-07-06,3,200,24.39
DWR_NCRO,HOL,38.015821,-121.582124,Franks,2021,7,2021-07-06,3,NA,24.32
DWR_NCRO,OBI,37.968979,-121.572694,OMR,2021,7,2021-07-06,3,NA,25.71
DWR_NCRO,ORQ,38.027124,-121.564731,OMR,2021,7,2021-07-06,3,175,23.58
DWR_NCRO,TRN,37.992533,-121.454032,South Delta,2021,7,2021-07-06,3,NA,25.25
DWR_NCRO,BLP,38.0325,-121.719083,Lower SJ,2021,7,2021-07-14,3,NA,22.272
DWR_NCRO,FCT,38.065612,-121.647933,Franks,2021,7,2021-07-20,3,NA,23.79
DWR_NCRO,OSJ,38.071247,-121.578382,Franks,2021,7,2021-07-20,3,125,24.51
DWR_NCRO,TSL,38.103248,-121.686169,Lower Sac,2021,7,2021-07-20,3,75,23.87
DWR_NCRO,SOI,38.175591,-121.656919,Upper Sac,2021,7,2021-07-29,3,NA,23.232
DWR_NCRO,SXS,38.1912721,-121.6378941,Upper Sac,2021,7,2021-07-29,3,NA,23.48
DWR_NCRO,HLT,38.003081,-121.510933,South Delta,2021,8,2021-08-04,3,100,24.23
DWR_NCRO,OBI,37.968979,-121.572694,OMR,2021,8,2021-08-04,3,NA,24.87
DWR_NCRO,TRN,37.992533,-121.454032,South Delta,2021,8,2021-08-04,3,100,25.14
DWR_NCRO,VCU,37.870944,-121.53,OMR,2021,8,2021-08-10,3,NA,25.693
DWR_NCRO,FAL,38.055469,-121.667129,Franks,2021,8,2021-08-18,3,150,22.87
DWR_NCRO,HLT,38.003081,-121.510933,South Delta,2021,9,2021-09-01,3,100,23.58
DWR_NCRO,HOL,38.015821,-121.582124,Franks,2021,9,2021-09-01,3,130,23.38
DWR_NCRO,OBI,37.968979,-121.572694,OMR,2021,9,2021-09-01,3,NA,23.74
DWR_NCRO,ORQ,38.027124,-121.564731,OMR,2021,9,2021-09-01,3,150,23.28
DWR_NCRO,TRN,37.992533,-121.454032,South Delta,2021,9,2021-09-01,3,210,24.33
DWR_NCRO,ORI,37.8318014,-121.5351036,South Delta,2021,9,2021-09-08,3,NA,24.539
DWR_NCRO,FAL,38.055469,-121.667129,Franks,2021,9,2021-09-15,3,175,22.54
DWR_NCRO,FCT,38.065612,-121.647933,Franks,2021,9,2021-09-15,3,100,22.47
DWR_NCRO,TSL,38.103248,-121.686169,Lower Sac,2021,9,2021-09-15,3,75,22.77
DOP,19-36-USC-01,38.567248,-121.55695,Cache/Liberty,2019,4,2019-04-01,1,150,16
DOP,19-36-CSS-02,38.307989,-121.733806,Cache/Liberty,2019,4,2019-04-01,1,43,16.9
DOP,19-36-CSS-03,38.246783,-121.705237,Cache/Liberty,2019,4,2019-04-01,1,98,16.2
DOP,19-36-CSS-01,38.395871,-121.623583,Cache/Liberty,2019,4,2019-04-01,1,28,16
DOP,19-36-RVV-01,38.161087,-121.683034,Lower Sac,2019,4,2019-04-01,1,50,14.4
DOP,19-36-RVV-01,38.159156,-121.677474,Lower Sac,2019,4,2019-04-01,1,52,14.7
DOP,19-36-RVV-02,38.137198,-121.688273,Lower Sac,2019,4,2019-04-01,1,45,14.1
DOP,19-36-RVV-02,38.13402,-121.687289,Lower Sac,2019,4,2019-04-01,1,42,13.8
DOP,19-36-USC-01,38.565488,-121.552299,Cache/Liberty,2019,4,2019-04-01,1,145,15.9
DOP,19-36-USC-02,38.483728,-121.584347,Cache/Liberty,2019,4,2019-04-01,1,36,15.6
DOP,19-36-LSC-01,38.343776,-121.643339,Cache/Liberty,2019,4,2019-04-01,1,37,15.3
DOP,19-36-LSC-01,38.339897,-121.644564,Cache/Liberty,2019,4,2019-04-01,1,35,15.6
DOP,19-36-LSR-01,38.060939,-121.796515,Lower Sac,2019,4,2019-04-05,1,76,14.1
DOP,19-36-LSR-01,38.059028,-121.787515,Lower Sac,2019,4,2019-04-05,1,69,13.9
DOP,19-37-LSR-01,38.083155,-121.743473,Lower Sac,2019,4,2019-04-08,1,67,14
DOP,19-37-RVV-02,38.105582,-121.684709,Lower Sac,2019,4,2019-04-08,1,110,14.7
DOP,19-37-RVV-01,38.174942,-121.671036,Lower Sac,2019,4,2019-04-08,1,58,15.1
DOP,19-37-CSS-02,38.241654,-121.687963,Cache/Liberty,2019,4,2019-04-10,1,54,16.6
DOP,19-37-CSS-01,38.270477,-121.693809,Cache/Liberty,2019,4,2019-04-10,1,75,17.9
DOP,19-37-CSS-03,38.302681,-121.692691,Cache/Liberty,2019,4,2019-04-10,1,71,15.5
DOP,19-37-USC-02,38.561381,-121.562281,Cache/Liberty,2019,4,2019-04-12,1,132,15.9
DOP,19-37-USC-01,38.517136,-121.584734,Cache/Liberty,2019,4,2019-04-12,1,61,15.9
DOP,19-37-USC-01,38.515093,-121.585357,Cache/Liberty,2019,4,2019-04-12,1,70,16
DOP,19-37-LSC-01,38.446976,-121.595266,Cache/Liberty,2019,4,2019-04-12,1,72,16.5
DOP,19-37-LSC-01,38.445728,-121.595669,Cache/Liberty,2019,4,2019-04-12,1,65,16.2
DOP,19-38-CSS-04,38.251863,-121.723882,Cache/Liberty,2019,4,2019-04-15,1,148,16.7
DOP,19-38-CSS-02,38.233475,-121.675973,Cache/Liberty,2019,4,2019-04-15,1,29,15.7
DOP,19-38-CSS-03,38.265242,-121.698565,Cache/Liberty,2019,4,2019-04-15,1,73,16.5
DOP,19-38-USC-01,38.512874,-121.58381,Cache/Liberty,2019,4,2019-04-16,1,68,16.2
DOP,19-38-USC-01,38.512641,-121.584406,Cache/Liberty,2019,4,2019-04-16,1,95,16.2
DOP,19-38-LSC-02,38.4166,-121.609094,Cache/Liberty,2019,4,2019-04-16,1,57,16.5
DOP,19-38-LSC-02,38.41657,-121.609916,Cache/Liberty,2019,4,2019-04-16,1,48,16.4
DOP,19-38-LSC-01,38.279481,-121.661189,Cache/Liberty,2019,4,2019-04-16,1,46,16.3
DOP,19-38-LSC-01,38.280426,-121.659862,Cache/Liberty,2019,4,2019-04-16,1,49,16.3
DOP,19-38-LSR-01,38.070738,-121.775441,Lower Sac,2019,4,2019-04-17,1,45,14
DOP,19-38-RVV-02,38.098728,-121.731846,Lower Sac,2019,4,2019-04-17,1,47,13.9
DOP,19-38-RVV-02,38.098754,-121.728557,Lower Sac,2019,4,2019-04-17,1,50,13.6
DOP,19-38-RVV-01,38.134713,-121.694665,Lower Sac,2019,4,2019-04-17,1,47,14.4
DOP,19-39-LSR-01,38.056883,-121.816481,Lower Sac,2019,4,2019-04-23,1,86,17.2
DOP,19-39-LSR-01,38.062313,-121.81863,Lower Sac,2019,4,2019-04-23,1,46,16.7
DOP,19-39-RVV-02,38.100246,-121.707302,Lower Sac,2019,4,2019-04-24,1,108,17.3
DOP,19-39-RVV-02,38.104508,-121.709968,Lower Sac,2019,4,2019-04-24,1,92,17.1
DOP,19-39-RVV-01,38.156349,-121.683084,Lower Sac,2019,4,2019-04-24,1,64,16.9
DOP,19-39-USC-01,38.565127,-121.554742,Cache/Liberty,2019,4,2019-04-25,1,260,21.6
DOP,19-39-USC-01,38.564836,-121.551294,Cache/Liberty,2019,4,2019-04-25,1,300,22.1
DOP,19-39-LSC-02,38.464079,-121.587377,Cache/Liberty,2019,4,2019-04-25,1,60,20.7
DOP,19-39-LSC-02,38.468808,-121.585732,Cache/Liberty,2019,4,2019-04-25,1,60,20.5
DOP,19-39-LSC-01,38.205314,-121.65783,Cache/Liberty,2019,4,2019-04-25,1,88,18.7
DOP,19-39-CSS-03,38.260754,-121.695043,Cache/Liberty,2019,4,2019-04-26,1,150,19.4
DOP,19-39-CSS-02,38.267492,-121.669393,Cache/Liberty,2019,4,2019-04-26,1,55,23
DOP,19-39-CSS-01,38.234612,-121.680454,Cache/Liberty,2019,4,2019-04-26,1,108,18.4
DOP,19-40-CSS-03,38.24532,-121.696017,Cache/Liberty,2019,4,2019-04-29,1,150,18.9
DOP,19-40-CSS-03,38.245793,-121.696659,Cache/Liberty,2019,4,2019-04-29,1,150,18.8
DOP,19-40-CSS-02,38.336134,-121.668969,Cache/Liberty,2019,4,2019-04-29,1,30,19.4
DOP,19-40-CSS-02,38.289523,-121.661658,Cache/Liberty,2019,4,2019-04-29,1,28,20
DOP,19-40-USC-01,38.559653,-121.56619,Cache/Liberty,2019,4,2019-04-30,1,154,19.8
DOP,19-40-USC-02,38.476854,-121.584415,Cache/Liberty,2019,4,2019-04-30,1,58,18.7
DOP,19-40-LSC-01,38.182705,-121.66075,Cache/Liberty,2019,4,2019-04-30,1,86,16.9
DOP,19-40-RVV-01,38.170139,-121.673949,Lower Sac,2019,5,2019-05-01,1,57,17.1
DOP,19-40-RVV-02,38.104559,-121.696765,Lower Sac,2019,5,2019-05-01,1,99,18.3
DOP,19-40-RVV-03,38.145606,-121.692375,Lower Sac,2019,5,2019-05-01,1,99,17
DOP,19-41-LSR-02,38.080563,-121.748467,Lower Sac,2019,5,2019-05-07,1,84,16.5
DOP,19-41-LSR-01,38.061788,-121.827503,Lower Sac,2019,5,2019-05-07,1,71,16.6
DOP,19-41-RVV-01,38.173865,-121.670432,Lower Sac,2019,5,2019-05-08,1,99,16
DOP,19-41-CSS-03,38.282939,-121.714341,Cache/Liberty,2019,5,2019-05-08,1,99,17.5
DOP,19-41-CSS-01,38.274722,-121.707439,Cache/Liberty,2019,5,2019-05-08,1,99,17.5
DOP,19-41-CSS-02,38.24606,-121.687263,Cache/Liberty,2019,5,2019-05-08,1,99,17
DOP,19-41-USC-01,38.564092,-121.55403,Cache/Liberty,2019,5,2019-05-10,1,150,21.1
DOP,19-41-USC-01,38.565737,-121.552563,Cache/Liberty,2019,5,2019-05-10,1,99,21.6
DOP,19-41-LSC-01,38.454872,-121.592628,Cache/Liberty,2019,5,2019-05-10,1,57,20.2
DOP,19-41-LSC-02,38.287006,-121.658654,Cache/Liberty,2019,5,2019-05-10,1,75,19.3
DOP,19-42-CSS-01,38.30142,-121.658362,Cache/Liberty,2019,5,2019-05-13,1,31,19.3
DOP,19-42-CSS-03,38.276376,-121.709206,Cache/Liberty,2019,5,2019-05-13,1,NA,18.2
DOP,19-42-CSS-02,38.236239,-121.682223,Cache/Liberty,2019,5,2019-05-13,1,95,17.6
DOP,19-42-LSC-03,38.380015,-121.626153,Cache/Liberty,2019,5,2019-05-14,1,50,18.5
DOP,19-42-LSC-03,38.377894,-121.628379,Cache/Liberty,2019,5,2019-05-14,1,45,18.6
DOP,19-42-LSC-02,38.229614,-121.675715,Cache/Liberty,2019,5,2019-05-14,1,99,17.6
DOP,19-42-LSC-01,38.183534,-121.662287,Cache/Liberty,2019,5,2019-05-14,1,99,17.3
DOP,19-42-LSR-01,38.058891,-121.820851,Lower Sac,2019,5,2019-05-15,1,NA,17.3
DOP,19-42-RVV-02,38.150207,-121.687848,Lower Sac,2019,5,2019-05-15,1,NA,16.9
DOP,19-42-RVV-01,38.180122,-121.667409,Cache/Liberty,2019,5,2019-05-15,1,NA,17.1
DOP,19-43-CSS-02,38.26548,-121.66731,Cache/Liberty,2019,5,2019-05-21,1,81,16.2
DOP,19-43-CSS-01,38.319405,-121.667145,Cache/Liberty,2019,5,2019-05-21,1,52,16.8
DOP,19-43-CSS-03,38.315038,-121.692818,Cache/Liberty,2019,5,2019-05-21,1,55,16.8
DOP,19-43-LSR-01,38.061737,-121.805565,Lower Sac,2019,5,2019-05-22,1,70,14.6
DOP,19-43-LSR-02,38.0818,-121.761086,Lower Sac,2019,5,2019-05-22,1,60,14.9
DOP,19-43-LSR-02,38.078754000000004,-121.76073,Lower Sac,2019,5,2019-05-22,1,60,14.7
DOP,19-43-RVV-01,38.163585,-121.681801,Lower Sac,2019,5,2019-05-22,1,95,14.9
DOP,19-43-USC-02,38.564058,-121.551746,Cache/Liberty,2019,5,2019-05-24,1,125,19.3
DOP,19-43-USC-01,38.530169,-121.5847,Cache/Liberty,2019,5,2019-05-24,1,90,20
DOP,19-43-LSC-01,38.217025,-121.669711,Cache/Liberty,2019,5,2019-05-24,1,90,17.1
DOP,19-44-LSC-03,38.410931,-121.613457,Cache/Liberty,2019,5,2019-05-28,1,40,18.3
DOP,19-44-CSS-02,38.302241,-121.692779,Cache/Liberty,2019,5,2019-05-28,1,97,20.2
DOP,19-44-CSS-03,38.277727,-121.710044,Cache/Liberty,2019,5,2019-05-28,1,204,18.8
DOP,19-44-CSS-01,38.243569,-121.677978,Cache/Liberty,2019,5,2019-05-28,1,140,17.6
DOP,19-44-RVV-02,38.104721,-121.717718,Lower Sac,2019,5,2019-05-29,1,129,17.5
DOP,19-44-LSC-01,38.211407,-121.667166,Cache/Liberty,2019,5,2019-05-29,1,145,18.5
DOP,19-44-LSC-01,38.212906,-121.667271,Cache/Liberty,2019,5,2019-05-29,1,121,17.7
DOP,19-44-LSR-01,38.060317,-121.787378,Lower Sac,2019,5,2019-05-31,1,78,18.3
DOP,19-44-LSR-01,38.06282,-121.789127,Lower Sac,2019,5,2019-05-31,1,70,18
DOP,19-45-CSS-03,38.251624,-121.723905,Cache/Liberty,2019,6,2019-06-03,1,150,19.8
DOP,19-45-CSS-02,38.235446,-121.680787,Cache/Liberty,2019,6,2019-06-03,1,150,19.2
DOP,19-45-CSS-01,38.252055,-121.67237,Cache/Liberty,2019,6,2019-06-03,1,70,20.3
DOP,19-45-LSC-01,38.231454,-121.673649,Cache/Liberty,2019,6,2019-06-04,1,130,19.3
DOP,19-45-LSC-01,38.232654,-121.672939,Cache/Liberty,2019,6,2019-06-04,1,111,19.3
DOP,19-45-USC-02,38.50683,-121.584568,Cache/Liberty,2019,6,2019-06-04,1,68,21.4
DOP,19-45-USC-01,38.564113999999996,-121.552739,Cache/Liberty,2019,6,2019-06-04,1,262,24.2
DOP,19-45-RVV-01,38.156706,-121.685093,Lower Sac,2019,6,2019-06-06,1,102,19.4
DOP,19-45-RVV-02,38.093728,-121.707338,Lower Sac,2019,6,2019-06-06,1,100,19.5
DOP,19-46-LSC-02,38.261664,-121.665029,Cache/Liberty,2019,6,2019-06-10,1,92,20
DOP,19-46-LSC-01,38.426031,-121.605071,Cache/Liberty,2019,6,2019-06-10,1,35,21.6
DOP,19-46-USC-01,38.52615,-121.584019,Cache/Liberty,2019,6,2019-06-10,1,75,22.7
DOP,19-46-CSS-01,38.235225,-121.68,Cache/Liberty,2019,6,2019-06-12,1,128,20.7
DOP,19-46-CSS-03,38.25348,-121.687799,Cache/Liberty,2019,6,2019-06-12,1,205,22.4
DOP,16-46-CSS-05,38.24649,-121.677263,Cache/Liberty,2019,6,2019-06-12,1,105,23.4
DOP,19-46-RVV-02,38.08424,-121.737491,Lower Sac,2019,6,2019-06-14,1,70,19.5
DOP,19-47-RVV-02,38.084107,-121.737417,Lower Sac,2019,6,2019-06-17,1,100,19.5
DOP,19-47-RVV-03,38.090885,-121.731111,Lower Sac,2019,6,2019-06-17,1,108,19.5
DOP,19-47-RVV-01,38.16076,-121.683057,Lower Sac,2019,6,2019-06-17,1,115,19.6
DOP,19-47-RVV-01,38.159914,-121.677254,Lower Sac,2019,6,2019-06-17,1,125,19.6
DOP,19-47-LSC-01,38.417908,-121.609167,Cache/Liberty,2019,6,2019-06-19,1,30,22.7
DOP,19-47-USC-02,38.552962,-121.578424,Cache/Liberty,2019,6,2019-06-19,1,102,24.1
DOP,19-47-USC-01,38.560106,-121.565353,Cache/Liberty,2019,6,2019-06-19,4,138,25.2
DOP,19-47-CSS-03,38.313276,-121.693002,Cache/Liberty,2019,6,2019-06-20,1,115,22
DOP,19-47-CSS-02,38.263452,-121.696493,Cache/Liberty,2019,6,2019-06-20,1,100,20.3
DOP,19-47-CSS-01,38.246168,-121.696833,Cache/Liberty,2019,6,2019-06-20,1,120,20.4
DOP,19-48-RVV-01,38.111375,-121.700421,Lower Sac,2019,6,2019-06-24,1,167,21.8
DOP,19-48-LSR-01,38.068486,-121.770239,Lower Sac,2019,6,2019-06-24,1,103,21.6
DOP,19-48-LSR-02,38.068809,-121.837863,Lower Sac,2019,6,2019-06-24,1,75,21.4
DOP,19-48-CSS-04,38.262548,-121.690914,Cache/Liberty,2019,6,2019-06-25,1,135,21.7
DOP,19-48-CSS-03,38.243713,-121.68782,Cache/Liberty,2019,6,2019-06-25,1,92,21.6
DOP,19-48-CSS-03,38.243896,-121.684545,Cache/Liberty,2019,6,2019-06-25,1,90,21.6
DOP,19-48-CSS-02,38.244692,-121.677274,Cache/Liberty,2019,6,2019-06-25,1,85,21.7
DOP,19-48-USC-01,38.560555,-121.564065,Cache/Liberty,2019,6,2019-06-26,1,182,24.8
DOP,19-48-LSC-01,38.416681,-121.610001,Cache/Liberty,2019,6,2019-06-26,1,32,22.9
DOP,19-49-CSS-01,38.259807,-121.747678,Cache/Liberty,2019,7,2019-07-01,1,152,21.2
DOP,19-49-CSS-02,38.237631,-121.684819,Cache/Liberty,2019,7,2019-07-01,1,94,20.8
DOP,19-49-CSS-04,38.246243,-121.673502,Cache/Liberty,2019,7,2019-07-01,1,68,21
DOP,19-49-LSR-01,38.054504,-121.798416,Lower Sac,2019,7,2019-07-01,1,68,21
DOP,19-49-LSR-01,38.0554,-121.796945,Lower Sac,2019,7,2019-07-01,1,58,19.8
DOP,19-49-LSR-02,38.071031,-121.837749,Lower Sac,2019,7,2019-07-01,1,54,21.2
DOP,19-49-LSR-02,38.071705,-121.835543,Lower Sac,2019,7,2019-07-01,1,23,21
DOP,19-49-LSC-03,38.464721,-121.587025,Cache/Liberty,2019,7,2019-07-03,1,45,23.1
DOP,19-49-LSC-01,38.356055,-121.637285,Cache/Liberty,2019,7,2019-07-03,1,38,22.4
DOP,19-49-LSC-01,38.359737,-121.635668,Cache/Liberty,2019,7,2019-07-03,1,38,22.3
DOP,19-49-LSC-02,38.327804,-121.648483,Cache/Liberty,2019,7,2019-07-03,1,47,22.4
DOP,19-50-LSC-02,38.374987,-121.630006,Cache/Liberty,2019,7,2019-07-08,1,35,22.4
DOP,19-50-LSC-03,38.317063,-121.650661,Cache/Liberty,2019,7,2019-07-08,1,58,21.9
DOP,19-50-LSC-03,38.311053,-121.653266,Cache/Liberty,2019,7,2019-07-08,1,55,22
DOP,19-50-LSC-01,38.183642,-121.660678,Cache/Liberty,2019,7,2019-07-08,1,120,21.7
DOP,19-50-LSR-01,38.0535,-121.800096,Lower Sac,2019,7,2019-07-08,1,65,21.6
DOP,19-50-LSR-01,38.055545,-121.801132,Lower Sac,2019,7,2019-07-08,1,78,21.4
DOP,19-50-RVV-02,38.117182,-121.696612,Lower Sac,2019,7,2019-07-08,1,118,21.7
DOP,19-50-RVV-02,38.116243,-121.700372,Lower Sac,2019,7,2019-07-08,1,142,21.8
DOP,19-50-RVV-01,38.156984,-121.683011,Lower Sac,2019,7,2019-07-08,2,126,21.8
DOP,19-50-RVV-01,38.162055,-121.676162,Lower Sac,2019,7,2019-07-08,1,145,21.8
DOP,19-50-CSS-04,38.255906,-121.73235,Cache/Liberty,2019,7,2019-07-10,1,145,21.2
DOP,19-50-CSS-05,38.251209,-121.672985,Cache/Liberty,2019,7,2019-07-10,1,90,21.2
DOP,19-50-CSS-02,38.234273,-121.678069,Cache/Liberty,2019,7,2019-07-10,1,102,21.3
DOP,19-51-USC-01,38.560968,-121.552783,Cache/Liberty,2019,7,2019-07-15,1,202,25.9
DOP,19-51-LSC-02,38.464299,-121.588019,Cache/Liberty,2019,7,2019-07-15,1,38,24.2
DOP,19-51-LSC-01,38.181901,-121.660597,Upper Sac,2019,7,2019-07-15,1,120,22.7
DOP,19-51-LSC-01,38.181377,-121.665369,Cache/Liberty,2019,7,2019-07-15,1,115,22.5
DOP,19-51-RVV-01,38.134203,-121.689413,Lower Sac,2019,7,2019-07-16,1,114,22.6
DOP,19-51-RVV-02,38.115417,-121.697917,Lower Sac,2019,7,2019-07-16,1,109,22.5
DOP,19-51-RVV-02,38.111326,-121.700779,Lower Sac,2019,7,2019-07-16,1,97,22.5
DOP,19-51-LSR-01,38.074812,-121.764987,Lower Sac,2019,7,2019-07-16,1,87,22.5
DOP,19-51-CSS-01,38.25895,-121.742543,Cache/Liberty,2019,7,2019-07-17,1,250,22.6
DOP,19-51-CSS-02,38.253667,-121.725478,Cache/Liberty,2019,7,2019-07-17,1,245,22.6
DOP,19-51-CSS-04,38.253512,-121.672041,Cache/Liberty,2019,7,2019-07-17,1,98,22.3
DOP,19-52-CSS-01,38.314175,-121.692751,Cache/Liberty,2019,7,2019-07-22,1,105,23
DOP,19-52-CSS-03,38.26398,-121.691097,Cache/Liberty,2019,7,2019-07-22,1,110,22.4
DOP,19-52-CSS-02,38.250344,-121.687033,Cache/Liberty,2019,7,2019-07-22,1,151,22.5
DOP,19-52-LSR-01,38.069377,-121.836792,Lower Sac,2019,7,2019-07-24,1,57,22.3
DOP,19-52-LSR-02,38.065152,-121.780196,Lower Sac,2019,7,2019-07-24,1,70,22.8
DOP,19-52-RVV-01,38.102951,-121.685406,Lower Sac,2019,7,2019-07-24,2,160,23.4
DOP,19-53-USC-01,38.483629,-121.584346,Cache/Liberty,2019,7,2019-07-29,1,80,24.7
DOP,19-53-LSC-02,38.413633,-121.611383,Cache/Liberty,2019,7,2019-07-29,1,60,24.4
DOP,19-53-LSC-01,38.289259,-121.657841,Cache/Liberty,2019,7,2019-07-29,1,87,24.4
DOP,19-53-CSS-01,38.304378,-121.729299,Cache/Liberty,2019,7,2019-07-31,1,136,22.2
DOP,19-53-CSS-02,38.246861,-121.6986,Cache/Liberty,2019,7,2019-07-31,1,190,22.5
DOP,19-53-CSS-03,38.256412,-121.733033,Cache/Liberty,2019,7,2019-07-31,1,230,22.9
DOP,20-01-RVV-02,38.094939,-121.725937,Lower Sac,2019,8,2019-08-02,1,75,23
DOP,20-01-RVV-03,38.144497,-121.684784,Lower Sac,2019,8,2019-08-02,2,116,22.8
DOP,20-01-RVV-03,38.140013,-121.688184,Lower Sac,2019,8,2019-08-02,1,103,22.9
DOP,20-01-RVV-01,38.165662,-121.675353,Lower Sac,2019,8,2019-08-02,1,131,22.5
DOP,20-02-CSS-01,38.237617,-121.683653,Cache/Liberty,2019,8,2019-08-05,1,148,22.8
DOP,20-02-CSS-02,38.276313,-121.664945,Cache/Liberty,2019,8,2019-08-05,1,88,23.4
DOP,20-02-LSC-01,38.184588,-121.660996,Cache/Liberty,2019,8,2019-08-07,1,150,22.7
DOP,20-02-USC-02,38.52286,-121.584587,Cache/Liberty,2019,8,2019-08-07,1,145,24.8
DOP,20-02-USC-01,38.562097,-121.547447,Cache/Liberty,2019,8,2019-08-07,1,300,26.6
DOP,20-02-RVV-01,38.166676,-121.672278,Lower Sac,2019,8,2019-08-07,1,148,22.5
DOP,20-02-RVV-01,38.162792,-121.678278,Lower Sac,2019,8,2019-08-07,1,150,22.7
DOP,20-02-RVV-02,38.147514,-121.689873,Lower Sac,2019,8,2019-08-07,1,133,23
DOP,20-02-RVV-03,38.085873,-121.711607,Lower Sac,2019,8,2019-08-07,3,78,23.4
DOP,20-02-RVV-03,38.082536,-121.719485,Lower Sac,2019,8,2019-08-07,3,90,23.3
DOP,20-03-CSS-01,38.38402,-121.629093,Cache/Liberty,2019,8,2019-08-12,1,35,23.6
DOP,20-03-CSS-03,38.293294,-121.692736,Cache/Liberty,2019,8,2019-08-12,1,150,23.1
DOP,20-03-CSS-02,38.262024,-121.697387,Cache/Liberty,2019,8,2019-08-12,1,170,22.5
DOP,20-03-LSR-02,38.066092,-121.834844,Lower Sac,2019,8,2019-08-12,1,75,22.3
DOP,20-03-LSR-01,38.067803,-121.778921,Lower Sac,2019,8,2019-08-12,3,113,22.2
DOP,20-03-RVV-01,38.082786,-121.726586,Lower Sac,2019,8,2019-08-12,4,130,23
DOP,20-03-RVV-01,38.081665,-121.724147,Lower Sac,2019,8,2019-08-12,5,125,23.4
DOP,20-03-LSC-02,38.409066,-121.613417,Cache/Liberty,2019,8,2019-08-16,1,37,24.8
DOP,20-03-LSC-03,38.2452,-121.670563,Cache/Liberty,2019,8,2019-08-16,1,150,23.5
DOP,20-03-LSC-01,38.213335,-121.668305,Cache/Liberty,2019,8,2019-08-16,1,135,23.4
DOP,20-04-LSC-02,38.413414,-121.611221,Cache/Liberty,2019,8,2019-08-19,1,52,23.5
DOP,20-04-LSC-03,38.258132,-121.666557,Cache/Liberty,2019,8,2019-08-19,1,210,22.1
DOP,20-04-LSC-01,38.229746,-121.673683,Cache/Liberty,2019,8,2019-08-19,2,140,22
DOP,20-04-LSR-01,38.065154,-121.82578,Lower Sac,2019,8,2019-08-20,5,65,22.4
DOP,20-04-RVV-02,38.090393,-121.731017,Lower Sac,2019,8,2019-08-20,5,100,22.3
DOP,20-04-RVV-01,38.165351,-121.679187,Lower Sac,2019,8,2019-08-20,2,210,21.9
DOP,20-04-CSS-03,38.279559,-121.711288,Cache/Liberty,2019,8,2019-08-21,1,310,21.6
DOP,20-04-CSS-04,38.235552,-121.679118,Cache/Liberty,2019,8,2019-08-21,1,235,21.7
DOP,20-04-CSS-01,38.416423,-121.614055,Cache/Liberty,2019,8,2019-08-21,1,33,24
DOP,20-05-USC-01,38.533903,-121.58481,Cache/Liberty,2019,8,2019-08-26,1,137,25.4
DOP,20-05-CSS-02,38.564662,-121.552792,Cache/Liberty,2019,8,2019-08-26,1,235,26.4
DOP,20-05-LSR-01,38.075315,-121.757756,Lower Sac,2019,8,2019-08-27,3,96,22.7
DOP,20-05-RVV-02,38.108018,-121.714708,Lower Sac,2019,8,2019-08-27,2,270,22.5
DOP,20-05-LSC-01,38.291332,-121.657452,Cache/Liberty,2019,8,2019-08-27,1,99,24
DOP,20-05-RVV-01,38.166469,-121.678605,Lower Sac,2019,8,2019-08-27,2,183,22.5
DOP,20-05-CSS-02,38.230277,-121.675234,Cache/Liberty,2019,8,2019-08-28,1,160,22.1
DOP,20-05-CSS-01,38.259203,-121.669146,Cache/Liberty,2019,8,2019-08-28,1,110,22.5
DOP,20-05-CSS-03,38.269348,-121.701251,Cache/Liberty,2019,8,2019-08-28,1,300,22.2
DOP,20-06-CSS-02,38.258927,-121.742994,Cache/Liberty,2019,9,2019-09-03,1,145,22.8
DOP,20-06-CSS-03,38.247335,-121.7106,Cache/Liberty,2019,9,2019-09-03,1,156,22.7
DOP,20-06-CSS-01,38.244193,-121.684377,Cache/Liberty,2019,9,2019-09-03,1,147,22.6
DOP,20-06-CSS-01,38.240111,-121.682016,Cache/Liberty,2019,9,2019-09-03,1,151,22.6
DOP,20-06-RVV-01,38.160993,-121.680169,Lower Sac,2019,9,2019-09-05,2,184,21.9
DOP,20-06-RVV-02,38.10169,-121.70699,Lower Sac,2019,9,2019-09-05,2,143,22.5
DOP,20-06-RVV-02,38.105717,-121.707568,Lower Sac,2019,9,2019-09-05,2,135,22.4
DOP,20-06-LSR-01,38.078057,-121.76578,Lower Sac,2019,9,2019-09-05,2,87,22.2
DOP,20-06-USC-02,38.564393,-121.55251,Cache/Liberty,2019,9,2019-09-05,2,245,25.5
DOP,20-06-USC-01,38.482399,-121.584097,Cache/Liberty,2019,9,2019-09-05,1,33,24.3
